image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees,normalized_coverage,normalized_skeleton_length,normalized_max_width,normalized_branch_density,CSI,severity
20160328_153020_1921_721,1,0,1,410,409,459.53,0.0,0.002176,15.66,41.96,5.1766,11927,165.32,0.2765725338127489,0.22778316794589767,0.28844444444444445,0.0,19.82,Low
20160328_153020_1_721,7,4,1,679,686,741.09,0.005397,0.009446,16.38,46.76,8.6306,19885,175.31,0.49312459737397696,0.4441618075101587,0.34177777777777774,0.3225989629253276,40.04,Moderate
20160328_153020_641_721,3,2,1,690,690,755.45,0.002647,0.003971,15.06,46.0,8.0386,18521,173.56,0.4560085517375419,0.45519745626759156,0.3333333333333333,0.15822113301155127,35.07,Moderate
20160328_153241_1281_361,1,0,1,331,330,338.28,0.0,0.002956,15.73,45.54,1.576,3631,2.03,0.05082923327466031,0.13460263787356266,0.3282222222222222,0.0,12.84,Low
20160328_153241_1281_721,4,2,1,684,685,730.15,0.002739,0.005478,37.9,119.84,14.8416,34195,3.11,0.8825295964413736,0.4357544260751785,1.0,0.16372031859412126,62.05,High
20160328_153241_1921_721,4,2,1,673,674,740.27,0.002702,0.005403,32.65,76.0,18.9679,43702,7.31,1.0,0.4435316381521437,0.6666666666666666,0.16150868960982678,56.79,High
20160328_153241_1_1081,1,0,1,168,167,188.12,0.0,0.005316,32.27,93.09,2.6385,6079,159.78,0.11744375774883659,0.01920479543511466,0.8565555555555556,0.0,24.83,Low
20160328_153241_1_721,11,7,2,1011,1017,1163.63,0.006016,0.009453,26.46,74.69,16.3641,37703,154.89,0.9779842915114286,0.7688834666999685,0.6521111111111111,0.3595989180950103,68.96,High
20160328_153241_641_361,2,1,1,496,497,519.78,0.001924,0.003848,47.27,130.0,8.7378,20132,1.73,0.49984561104327746,0.2740852457756559,1.0,0.11500470718331116,47.22,High
20160328_153241_641_721,7,6,1,1065,1071,1167.1,0.005141,0.005998,27.12,107.12,12.4965,28792,170.4,0.7355011528231233,0.7715501589832756,1.0,0.3072968813042633,70.36,High
20160328_153327_1281_361,5,3,1,675,678,738.06,0.004065,0.006775,20.5,57.58,11.1359,25657,6.33,0.6501969438823572,0.44183325488237163,0.46199999999999997,0.24298031949072757,44.93,Moderate
20160328_153327_1921_361,0,0,1,415,414,449.21,0.0,0.0,20.78,62.0,4.6528,10720,12.55,0.24373235694726791,0.2198522560255142,0.5111111111111111,0.0,24.37,Low
20160328_153327_1921_721,1,0,1,393,392,413.95,0.0,0.002416,15.07,36.0,3.0968,7135,6.86,0.14617734510555658,0.19275497363087066,0.2222222222222222,0.0,14.03,Low
20160328_153327_1_721,2,1,1,651,651,735.91,0.001359,0.002718,12.67,39.54,5.9688,13752,167.91,0.32624032326069474,0.44018098156562513,0.26155555555555554,0.08123253485557165,27.73,Low
20160328_153327_641_361,4,3,1,567,569,643.97,0.004659,0.006211,19.43,76.0,7.1354,16440,160.89,0.39938150373276443,0.36952516354623977,0.6666666666666666,0.27848593075210326,42.85,Moderate
20160328_153327_641_721,0,0,1,314,313,355.66,0.0,0.0,16.88,46.35,3.2986,7600,157.95,0.15882940255392247,0.14795915426661163,0.33722222222222226,0.0,16.1,Low
20160328_153357_1281_1,2,0,1,361,360,376.15,0.0,0.005317,19.81,71.16,3.7431,8624,0.39,0.1866977847927661,0.16370570322481487,0.6128888888888888,0.0,24.08,Low
20160328_153357_1281_361,2,0,3,707,704,776.49,0.0,0.002576,14.41,41.54,6.3854,14712,23.04,0.35235948645687526,0.4713666797951951,0.2837777777777778,0.0,27.69,Low
20160328_153357_1281_721,1,0,1,708,707,806.83,0.0,0.001239,19.78,52.76,11.4006,26267,160.48,0.6667925811795944,0.49468294604174884,0.40844444444444444,0.0,39.25,Moderate
20160328_153357_1921_361,6,5,1,1068,1071,1235.03,0.004048,0.004858,30.88,104.0,23.5968,54367,2.99,1.0,0.8237543108002962,0.9777777777777777,0.2419641656330788,76.09,High
20160328_153357_1921_721,0,0,1,101,100,112.01,0.0,0.0,27.49,81.54,0.8181,1885,129.96,0.003311917416798466,0.0,0.7282222222222223,0.0,18.29,Low
20160328_153357_1_1081,8,4,2,814,816,890.56,0.004492,0.008983,22.2,80.0,8.9653,20656,174.04,0.5141089562836305,0.5590293854888136,0.7111111111111111,0.26850371344461216,51.32,High
20160328_153357_1_721,3,1,3,408,407,426.88,0.002343,0.007028,26.21,80.0,3.0213,6961,177.88,0.1414437953664504,0.20269166850786274,0.7111111111111111,0.14004991108653744,29.88,Moderate
20160328_153357_641_1,1,0,1,636,635,708.73,0.0,0.001411,14.2,40.0,7.7001,17741,13.24,0.43478594794035724,0.4192931728450803,0.26666666666666666,0.0,28.02,Moderate
20160328_153357_641_1081,3,2,1,339,341,358.81,0.005574,0.008361,27.84,76.79,2.9418,6778,4.57,0.13645946153520616,0.15037992680044962,0.6754444444444445,0.33317891779614156,32.39,Moderate
20160328_153357_641_721,2,0,1,671,670,721.36,0.0,0.002773,21.26,68.0,8.7982,20271,174.53,0.5036324508345623,0.42899931795694496,0.5777777777777777,0.0,37.76,Moderate
20160328_153404_1281_361,7,5,1,986,992,1111.71,0.004498,0.006297,41.47,128.24,23.5039,54153,168.98,1.0,0.7289829873485818,1.0,0.2688623559826058,74.95,High
20160328_153404_1281_721,0,0,1,220,219,239.71,0.0,0.0,40.96,111.51,3.4544,7959,174.37,0.16859744294270054,0.058851670044861165,1.0,0.0,30.69,Moderate
20160328_153404_1921_361,2,0,1,646,645,697.61,0.0,0.002867,35.18,94.0,19.4614,44839,176.27,1.0,0.41074746155102365,0.8666666666666667,0.0,56.94,High
20160328_153404_1_721,1,0,1,678,677,766.47,0.0,0.001305,30.71,78.0,17.4128,40119,167.07,1.0,0.46366631763993904,0.6888888888888889,0.0,53.81,High
20160328_153404_641_361,0,0,2,284,282,303.12,0.0,0.0,37.37,126.0,2.3767,5476,168.59,0.10102993891839955,0.10758220540062828,1.0,0.0,30.22,Moderate
20160328_153404_641_721,5,5,1,874,879,978.83,0.005108,0.005108,31.51,116.0,17.0282,39233,165.24,1.0,0.6268648113814735,1.0,0.305324347345298,73.3,High
20160328_153421_1281_1,1,1,1,432,433,515.84,0.001939,0.001939,54.79,145.56,14.5977,33633,27.2,0.8672380364232545,0.27105735886031573,1.0,0.11590131352829539,56.35,High
20160328_153421_1281_1081,1,0,1,230,229,254.68,0.0,0.003926,13.32,33.99,2.0256,4667,78.36,0.07901736523097998,0.07035610332471977,0.19988888888888892,0.0,8.73,Low
20160328_153421_1281_361,7,4,2,790,794,938.97,0.00426,0.007455,43.75,132.0,21.8572,50359,38.21,1.0,0.5962324325882095,1.0,0.2546362019755226,71.27,High
20160328_153421_1281_721,7,5,1,1027,1031,1179.29,0.00424,0.005936,26.94,78.0,19.352,44587,3.69,1.0,0.7809181644396201,0.6888888888888889,0.253440726848877,68.08,High
20160328_153421_1921_361,3,2,1,797,798,900.31,0.002221,0.003332,45.03,130.63,25.9457,59779,173.76,1.0,0.566522252855455,1.0,0.132757512813999,67.48,High
20160328_153421_1_721,2,1,1,701,701,783.43,0.001276,0.002553,12.19,38.38,6.7205,15484,11.38,0.3733689237757426,0.4767000643618095,0.2486666666666667,0.07627131307999223,29.38,Moderate
20160328_153421_641_1,2,1,1,422,422,501.53,0.001994,0.003988,42.62,114.79,12.3168,28378,45.98,0.7242346774838205,0.26006013506373743,1.0,0.11918887012657092,52.59,High
20160328_153421_641_721,3,1,1,732,732,838.04,0.001193,0.00358,20.52,86.0,10.671,24586,167.66,0.6210495627736093,0.5186678066071722,0.7777777777777778,0.07131009130441279,49.72,High
20160328_153524_1281_361,5,3,1,738,737,827.71,0.003624,0.006041,33.67,102.79,19.1202,44053,3.03,1.0,0.5107292096946178,0.9643333333333334,0.21662009294819107,67.29,High
20160328_153524_1921_361,2,1,1,508,509,566.58,0.001765,0.00353,29.03,99.59,7.1319,16432,6.47,0.3991620676521436,0.3100510091355345,0.9287777777777778,0.10550067992647827,43.59,Moderate
20160328_153524_1921_721,3,2,1,711,713,781.76,0.002558,0.003837,44.59,155.91,15.2999,35251,10.78,0.9112631837980935,0.47541667066926685,1.0,0.15290126869797813,63.49,High
20160328_153524_1_721,4,2,1,722,722,830.94,0.002407,0.004814,21.67,66.77,12.6623,29174,168.24,0.7458961534422467,0.513211462165823,0.5641111111111111,0.1438754314918035,49.18,High
20160328_153524_641_361,7,4,2,724,729,812.67,0.004922,0.008614,18.38,54.0,9.7635,22495,169.85,0.5641529218697835,0.4991709814695627,0.4222222222222222,0.2942064286674935,44.49,Moderate
20160328_153524_641_721,1,0,1,240,239,278.35,0.0,0.003593,17.81,46.35,3.3928,7817,156.44,0.16473536792377413,0.08854647979327375,0.33722222222222226,0.0,14.76,Low
20160328_153533_1281_1,8,5,2,827,832,961.65,0.005199,0.008319,13.58,52.0,6.9236,15952,30.06,0.38610248605405334,0.6136619948318429,0.4,0.3107637591715357,42.76,Moderate
20160328_153533_1281_1081,14,15,2,1370,1386,1572.81,0.009537,0.008901,11.47,50.33,9.4779,21837,142.51,0.5462469376911248,1.0,0.3814444444444444,0.5700623141409764,62.44,High
20160328_153533_1281_361,8,7,1,777,784,916.13,0.007641,0.008732,10.63,42.39,5.5629,12817,110.18,0.3007920075109835,0.5786799104698414,0.2932222222222222,0.4567312721349691,40.74,Moderate
20160328_153533_1281_721,11,4,5,703,706,788.43,0.005073,0.013952,9.82,36.0,4.2118,9704,35.27,0.2160834107890451,0.4805425604472666,0.2222222222222222,0.30323226587366814,30.55,Moderate
20160328_153533_1921_1,3,1,1,379,379,427.46,0.002339,0.007018,13.51,38.0,3.9826,9176,76.36,0.2017134823095334,0.20313739805377576,0.24444444444444444,0.13981081606120832,19.73,Low
20160328_153533_1921_1081,18,10,6,1270,1280,1435.33,0.006967,0.012541,13.76,52.39,9.6931,22333,29.48,0.5597391218481532,0.9776847039837079,0.4043333333333333,0.4164437603670108,58.96,High
20160328_153533_1921_361,2,0,1,373,372,405.97,0.0,0.004927,11.38,32.76,3.2274,7436,81.24,0.15436544571386474,0.18662234987848111,0.1862222222222222,0.0,13.18,Low
20160328_153533_1921_721,3,2,1,378,380,407.34,0.00491,0.007365,18.82,48.0,5.6137,12934,92.05,0.30397696548113706,0.18767519380589634,0.35555555555555557,0.29348914359150613,28.52,Moderate
20160328_153533_1_1081,12,9,4,1041,1048,1172.68,0.007675,0.010233,17.49,74.79,9.9783,22990,167.25,0.5776200276175982,0.7758383846146459,0.6532222222222223,0.4587635798502667,61.64,High
20160328_153533_1_361,10,1,5,269,265,299.79,0.003336,0.033356,7.82,20.0,1.3177,3036,95.96,0.03463485052484409,0.10502310300771385,0.044444444444444446,0.19940525112449378,9.59,Low
20160328_153533_1_721,2,1,1,376,376,429.43,0.002329,0.004657,10.43,35.19,2.8628,6596,105.42,0.13150647571547916,0.2046513415114459,0.2132222222222222,0.13921307849788547,17.21,Low
20160328_153533_641_1,5,4,2,927,933,1024.54,0.003904,0.00488,12.93,42.0,8.4961,19575,178.19,0.48469198227583427,0.6619929105947224,0.28888888888888886,0.2333567447212301,41.72,Moderate
20160328_153533_641_1081,5,0,3,638,635,726.13,0.0,0.006886,11.05,31.58,5.2674,12136,4.93,0.2822653327042832,0.432665059222471,0.1731111111111111,0.0,22.2,Low
20160328_153536_1281_1,5,0,3,368,365,444.53,0.0,0.011248,7.67,21.58,2.0777,4787,147.51,0.08228382803107842,0.21625567968952633,0.06199999999999998,0.0,9.01,Low
20160328_153536_1281_1081,1,0,1,177,176,192.57,0.0,0.005193,18.15,49.54,1.6285,3752,92.45,0.054120774483972546,0.022624616951171485,0.37266666666666665,0.0,11.24,Low
20160328_153536_1281_361,5,2,2,377,378,423.56,0.004722,0.011805,7.64,25.59,1.648,3797,11.71,0.05534334693314565,0.20014025110711922,0.10655555555555556,0.282251677401037,16.11,Low
20160328_153536_1281_721,5,7,1,950,960,1120.71,0.006246,0.004461,23.24,84.78,14.2279,32781,147.54,0.8440530471050893,0.7358994803024046,0.7642222222222222,0.3733468820514353,67.94,High
20160328_153536_1921_1,4,3,1,448,451,515.2,0.005823,0.007764,20.98,67.15,7.1667,16512,100.09,0.40134388925374487,0.27056551936137724,0.5683333333333334,0.34806258312287985,39.71,Moderate
20160328_153536_1921_1081,3,3,1,403,407,446.35,0.006721,0.006721,15.46,51.94,4.4201,10184,100.7,0.22914299238713537,0.21765434826463279,0.3993333333333333,0.4017394163092694,31.2,Moderate
20160328_153536_1921_361,9,9,1,1128,1141,1267.75,0.007099,0.007099,17.02,77.54,10.6515,24541,171.79,0.6198269903244361,0.8488996051835274,0.6837777777777778,0.4243338962028721,64.42,High
20160328_153536_1921_721,9,6,5,599,602,668.69,0.008973,0.013459,11.05,37.99,4.0,9216,57.88,0.20280439311033402,0.3885224641927397,0.24433333333333335,0.5363499155695691,34.3,Moderate
20160328_153536_1_1081,2,0,2,128,126,134.28,0.0,0.014894,11.25,35.97,0.533,1228,91.0,0.0,0.0,0.22188888888888889,0.0,5.55,Low
20160328_153536_1_361,3,6,1,506,517,622.21,0.009643,0.004822,15.69,54.73,5.6944,13120,54.35,0.3090365345400227,0.35280262058233036,0.4303333333333333,0.5763983323121983,41.71,Moderate
20160328_153536_1_721,2,0,1,115,114,140.1,0.0,0.014276,11.71,38.0,0.8919,2055,37.33,0.007938883916745956,0.0,0.24444444444444444,0.0,6.31,Low
20160328_153536_641_1,1,0,1,172,171,202.48,0.0,0.004939,9.75,31.96,1.1892,2740,152.37,0.02657841156490841,0.03024044419254748,0.17733333333333334,0.0,5.85,Low
20160328_153536_641_1081,9,4,5,1206,1204,1331.99,0.003003,0.006757,15.06,81.11,8.0525,18553,10.1,0.4568800264577217,0.8982679948894805,0.7234444444444444,0.17950059026584378,56.45,High
20160328_153536_641_361,0,0,1,426,425,518.2,0.0,0.0,13.28,39.15,4.7791,11011,123.11,0.25165086465652764,0.27287101701265154,0.2572222222222222,0.0,19.54,Low
20160328_153536_641_721,8,5,3,1075,1077,1236.06,0.004045,0.006472,15.68,70.0,10.1619,23413,176.48,0.5891310174467358,0.8245458649939,0.6,0.24178484436408193,56.39,High
20160328_153540_1281_1081,0,0,1,80,79,90.6,0.0,0.0,14.46,36.4,0.6115,1409,49.32,0.0,0.0,0.22666666666666666,0.0,5.67,Low
20160328_153540_1281_361,5,3,1,503,507,551.74,0.005437,0.009062,23.95,75.99,6.6745,15378,172.82,0.3704849067161547,0.2986464807538978,0.6665555555555555,0.3249899131786189,41.52,Moderate
20160328_153540_1281_721,4,2,2,779,780,885.21,0.002259,0.004519,13.24,46.0,6.4327,14821,30.45,0.355325008346408,0.5549179146773746,0.3333333333333333,0.13502891555462573,34.47,Moderate
20160328_153540_1921_1,2,0,1,132,131,143.43,0.0,0.013944,24.87,58.0,1.5373,3542,170.78,0.04840289718322443,0.0,0.4666666666666667,0.0,12.88,Low
20160328_153540_1921_1081,9,1,6,505,500,575.8,0.001737,0.01563,12.39,46.0,4.0977,9441,175.65,0.2089297945608065,0.3171365719171174,0.3333333333333333,0.10382701474917437,24.08,Low
20160328_153540_1921_361,4,4,1,808,812,934.61,0.00428,0.00428,21.53,65.99,12.513,28830,155.36,0.7365356372031929,0.5928817760016908,0.5554444444444444,0.25583167710216825,53.52,High
20160328_153540_1_361,4,4,1,702,707,798.13,0.005012,0.005012,16.76,58.33,7.7365,17825,173.16,0.43706808317881374,0.4879970028530534,0.4703333333333333,0.2995860667373989,42.37,Moderate
20160328_153540_1_721,3,2,1,211,212,237.68,0.008415,0.012622,12.28,37.15,1.5412,3551,32.01,0.04864741167305904,0.05729161663416558,0.235,0.5029961595361556,21.1,Low
20160328_153540_641_361,5,4,1,669,674,741.1,0.005397,0.006747,15.63,49.97,7.7031,17748,4.69,0.4349740360094608,0.4441694925023296,0.3774444444444444,0.3225989629253276,39.48,Moderate
20160328_153540_641_721,5,0,5,259,254,287.97,0.0,0.017363,8.24,25.2,1.3403,3088,177.0,0.03605178064542421,0.09593944226169324,0.10222222222222221,0.0,5.86,Low
20160328_153544_1281_1,0,0,1,140,139,158.47,0.0,0.0,17.0,50.76,1.4887,3430,64.16,0.045355870463746804,0.0,0.3862222222222222,0.0,10.79,Low
20160328_153544_1281_361,10,3,5,547,548,618.42,0.004851,0.01617,20.02,69.91,5.6914,13113,85.42,0.3088484464709192,0.3498900085495538,0.599,0.28996249196790147,38.69,Moderate
20160328_153544_1281_721,9,7,2,1094,1102,1234.13,0.005672,0.007293,17.27,58.0,11.5022,26501,7.62,0.6731624971199013,0.8230626615049138,0.4666666666666667,0.33903674591670524,57.55,High
20160328_153544_1921_721,6,5,1,770,772,868.93,0.005754,0.006905,24.26,70.3,14.3563,33077,3.56,0.8521032164627215,0.5424067474231261,0.6033333333333333,0.3439381939359524,58.54,High
20160328_153544_1_1081,3,2,1,612,611,715.38,0.002796,0.004194,8.21,30.0,3.6328,8370,149.77,0.1797824134520587,0.42440369263873823,0.15555555555555556,0.1671274227050613,23.17,Low
20160328_153544_1_721,12,7,3,842,868,967.83,0.007233,0.012399,12.52,48.76,6.5859,15174,1.34,0.3649300390752963,0.6184113199934679,0.364,0.4323435795513979,44.49,Moderate
20160328_153544_641_1,2,1,1,340,340,404.2,0.002474,0.004948,14.84,43.55,4.0955,9436,54.22,0.20879186331013058,0.1852621062642293,0.30611111111111106,0.14788027316606642,21.2,Low
20160328_153544_641_721,9,5,4,847,850,950.65,0.00526,0.009467,24.16,76.0,13.6328,31410,166.26,0.8067426437972472,0.6052085034438373,0.6666666666666666,0.31440995830780494,59.83,High
20160328_153553_1281_361,6,2,2,432,432,488.33,0.004096,0.012287,27.02,81.89,7.6016,17514,179.98,0.42861038967145715,0.24991594539813067,0.7321111111111112,0.24483330593702832,41.39,Moderate
20160328_153553_1281_721,3,3,1,554,554,616.96,0.004863,0.004863,20.56,54.39,6.9405,15991,2.06,0.3871620488433367,0.3487679996926004,0.4265555555555556,0.29067977704388887,36.33,Moderate
20160328_153553_1921_361,2,1,1,620,621,695.97,0.001437,0.002874,21.29,85.91,9.921,22858,3.98,0.5740275454977202,0.4094871228349937,0.7767777777777778,0.08589488784948966,46.15,Moderate
20160328_153553_1921_721,1,0,1,201,200,224.02,0.0,0.004464,20.61,59.94,2.1267,4900,24.0,0.08535593315976985,0.04679391732869674,0.4882222222222222,0.0,15.51,Low
20160328_153553_1_721,4,2,1,691,693,772.11,0.00259,0.005181,20.48,50.0,11.9214,27467,178.16,0.6994446699759717,0.46800065322433465,0.37777777777777777,0.15481402890061116,42.5,Moderate
20160328_153553_641_1081,2,0,1,363,362,414.61,0.0,0.004824,11.69,31.18,3.6011,8297,105.94,0.17779494952186445,0.193262183114151,0.16866666666666666,0.0,13.49,Low
20160328_153553_641_361,2,1,2,361,360,393.55,0.002541,0.005082,18.81,64.0,2.6007,5992,178.41,0.11507384807813176,0.17707758960220565,0.5333333333333333,0.15188511484032932,24.43,Low
20160328_153553_641_721,7,6,1,1004,1009,1126.22,0.005328,0.006215,29.26,132.39,13.5812,31291,4.76,0.8035075290086661,0.7401339109885784,1.0,0.31847457373840016,71.55,High
20160328_153556_1281_1,4,3,1,456,459,512.85,0.00585,0.0078,28.2,70.0,9.3247,21484,97.65,0.5366419069622366,0.2687595462012124,0.6,0.3496764745438515,43.88,Moderate
20160328_153556_1281_1081,3,1,1,394,393,450.58,0.002219,0.006658,28.33,84.36,8.9978,20731,98.91,0.5161465770322523,0.22090509995292945,0.7595555555555555,0.13263796530133443,40.73,Moderate
20160328_153556_1281_361,3,1,1,771,771,845.97,0.001182,0.003546,26.75,72.0,13.6623,31478,144.33,0.8085921764767655,0.5247620053987071,0.6222222222222222,0.07065257998475769,50.66,High
20160328_153556_1281_721,0,1,1,625,625,682.58,0.001465,0.0,31.71,127.59,9.8681,22736,92.44,0.570710925879194,0.3991969183181396,1.0,0.08756855302679357,51.44,High
20160328_153556_1_361,4,1,2,627,626,671.98,0.001488,0.005953,22.05,78.4,7.2131,16619,0.54,0.4042529847225465,0.3910508266169705,0.6933333333333334,0.08894334942243606,39.44,Moderate
20160328_153556_1_721,1,0,2,421,419,446.34,0.0,0.00224,14.36,43.55,2.4171,5569,2.26,0.10356285824899411,0.21764666327246182,0.30611111111111106,0.0,15.68,Low
20160328_153556_641_361,7,5,1,718,721,803.84,0.00622,0.008708,15.61,66.0,8.2656,19044,179.76,0.47024054896637757,0.4923851333826455,0.5555555555555556,0.3717927643867959,47.25,High
20160328_153559_1281_361,2,0,2,432,430,479.29,0.0,0.004173,15.97,78.69,4.316,9944,3.77,0.22261633638924194,0.24296871247562424,0.6965555555555555,0.0,29.05,Moderate
20160328_153559_1281_721,3,2,1,717,718,834.81,0.002396,0.003594,35.93,127.42,19.8303,45689,174.64,1.0,0.5161855541359668,1.0,0.1432179201721484,66.49,High
20160328_153559_1921_361,4,2,1,666,668,719.78,0.002779,0.005557,33.83,108.25,10.9453,25218,1.43,0.6382470818919779,0.4277850891939405,1.0,0.1661112688474125,55.8,High
20160328_153559_1921_721,3,2,2,604,602,655.85,0.003049,0.004574,36.09,123.84,7.2921,16801,0.52,0.4092059705422735,0.37865493424528585,1.0,0.18225018305712876,49.25,High
20160328_153559_1_361,6,4,1,734,737,839.72,0.004763,0.007145,24.43,72.73,14.2396,32808,177.23,0.8447865905745933,0.5199588852918857,0.6303333333333334,0.2847024014106606,56.99,High
20160328_153559_641_361,4,3,1,826,829,941.67,0.003186,0.004248,28.74,108.79,15.6202,35989,9.82,0.9313447199760501,0.5983073804743563,1.0,0.19043918767465143,68.0,High
20160328_153559_641_721,0,0,1,143,142,156.5,0.0,0.0,24.49,62.0,1.572,3622,8.96,0.05057844918252223,0.0,0.5111111111111111,0.0,14.04,Low
20160328_153612_1281_1,17,12,7,597,608,717.35,0.016728,0.023698,13.95,56.0,4.0916,9427,34.38,0.2085473488202959,0.4259176360964083,0.4444444444444444,0.9998953959264184,51.97,High
20160328_153612_1281_1081,12,8,2,948,954,1066.67,0.0075,0.01125,12.64,45.58,7.1176,16399,1.9,0.39826551452275,0.6943697826107842,0.32866666666666666,0.44830317249211726,46.74,Moderate
20160328_153612_1281_361,15,14,1,981,1003,1139.28,0.012289,0.013166,11.87,40.79,7.2079,16607,7.17,0.40392696540276707,0.7501705107637923,0.27544444444444444,0.7345596915674172,54.1,High
20160328_153612_1281_721,9,3,3,373,374,445.24,0.006738,0.020214,15.71,63.15,3.1684,7300,61.73,0.15066638035482813,0.21680131413366127,0.5238888888888888,0.40275557016691815,32.35,Moderate
20160328_153612_1921_1081,8,4,4,494,496,603.7,0.006626,0.013252,14.21,51.13,4.8776,11238,49.34,0.2578264229254278,0.33857770007396815,0.39033333333333337,0.39606090945770256,34.57,Moderate
20160328_153612_1921_361,8,6,2,565,572,671.41,0.008936,0.011915,9.87,29.16,3.8121,8783,34.39,0.1910238103821479,0.39061278206322836,0.14622222222222223,0.5341382865852746,31.55,Moderate
20160328_153612_1921_721,7,4,2,243,248,274.51,0.014571,0.0255,17.1,52.34,1.7938,4133,96.72,0.06448442709157852,0.08559544279964267,0.4037777777777778,0.8709634035176855,35.62,Moderate
20160328_153612_641_1,9,5,2,764,771,894.85,0.005588,0.010058,26.57,87.58,13.0104,29976,125.32,0.7677206390605628,0.5623262471301359,0.7953333333333333,0.33401575038479353,61.48,High
20160328_153612_641_1081,12,13,2,1033,1045,1188.73,0.010936,0.010095,16.97,56.0,9.3056,21440,152.63,0.5354444129222772,0.7881727970489631,0.4444444444444444,0.6536857992498393,60.54,High
20160328_153612_641_361,9,8,1,727,734,829.68,0.009642,0.010848,17.08,56.0,7.5534,17403,101.83,0.4255884413611933,0.5122431531522877,0.4444444444444444,0.5763385585558659,48.97,High
20160328_153612_641_721,3,2,1,441,442,509.52,0.003925,0.005888,36.8,104.3,10.8737,25053,107.53,0.6337580466427063,0.26620044380829794,0.981111111111111,0.23461199360420804,52.89,High
20160328_153616_1281_1081,13,11,2,788,804,953.95,0.011531,0.013628,12.4,45.58,5.9115,13620,141.28,0.3226478411408168,0.6077445508602389,0.32866666666666666,0.6892511842675473,48.71,High
20160328_153616_1281_361,23,10,9,1131,1135,1283.7,0.00779,0.017917,16.33,59.58,10.625,24480,2.33,0.6181655457140215,0.8611571676961357,0.4842222222222222,0.46563756182847915,60.73,High
20160328_153616_1281_721,7,4,3,417,420,475.92,0.008405,0.014708,7.78,22.4,2.23,5138,92.67,0.09183243233923563,0.24037887011402614,0.0711111111111111,0.5023984219728327,22.64,Low
20160328_153616_1921_1081,20,5,9,568,567,645.29,0.007748,0.030994,8.2,30.0,2.5373,5846,70.2,0.11109892021774329,0.3705395825128004,0.15555555555555556,0.4631270640625233,27.51,Low
20160328_153616_1921_361,19,23,1,1313,1359,1562.38,0.014721,0.012161,19.4,83.91,13.3043,30653,16.82,0.7861470002304077,1.0,0.7545555555555555,0.8799294669675278,85.52,High
20160328_153616_1921_721,20,10,6,761,771,893.19,0.011196,0.022392,9.13,38.0,4.0126,9245,121.76,0.20359436300056893,0.5610505384297642,0.24444444444444444,0.6692269758962327,41.96,Moderate
20160328_153616_1_361,23,22,3,1935,1961,2246.81,0.009792,0.010237,11.13,42.0,13.5764,31280,163.22,0.8032065880981004,1.0,0.28888888888888886,0.5853046220057083,66.94,High
20160328_153616_1_721,10,11,6,644,666,762.93,0.014418,0.013107,10.45,44.0,3.2865,7572,7.09,0.15807078067520483,0.46094583041143533,0.3111111111111111,0.8618180187988463,44.8,Moderate
20160328_153616_641_1081,22,13,7,1218,1240,1437.99,0.00904,0.015299,8.1,32.36,6.6128,15236,12.1,0.3666165620949249,0.9797289119011713,0.18177777777777776,0.540354757243832,51.71,High
20160328_153616_641_361,17,15,5,1215,1244,1410.51,0.010634,0.012052,20.59,89.08,13.6003,31335,4.72,0.8047050230486255,0.958610553415499,0.8119999999999999,0.63563412483749,80.27,High
20160328_153616_641_721,17,12,6,719,734,829.27,0.014471,0.0205,11.32,40.36,4.7322,10903,164.22,0.2487104211762087,0.5119280684732803,0.27066666666666667,0.8649860278844572,47.41,High
20160328_153623_1281_361,21,15,3,1038,1059,1205.63,0.012442,0.017418,20.57,75.91,12.0547,27774,10.12,0.7078020498464731,0.8011604338178082,0.6656666666666666,0.7437050762862565,72.96,High
20160328_153623_1281_721,5,4,1,222,228,264.87,0.015102,0.018878,14.27,50.4,1.8767,4324,12.19,0.06968192740114013,0.07818711034688136,0.3822222222222222,0.9027032681301275,35.82,Moderate
20160328_153623_1921_361,12,6,4,291,296,340.74,0.017609,0.035218,22.19,76.79,2.5334,5837,8.01,0.11085440572790865,0.1364931459476076,0.6754444444444445,1.0,48.07,High
20160328_153623_1921_721,33,32,2,1389,1451,1661.01,0.019265,0.019867,21.87,75.9,15.2431,35120,8.91,0.9077020496897329,1.0,0.6655555555555556,1.0,89.33,High
20160328_153623_1_361,10,12,2,669,694,826.55,0.014518,0.012099,22.7,79.94,8.8303,20345,169.69,0.5056449931739704,0.5098377506027917,0.7104444444444444,0.8677953944320745,64.84,High
20160328_153623_1_721,6,3,3,406,407,465.4,0.006446,0.012892,14.47,44.0,3.8767,8932,1.54,0.19507397347017782,0.23229425835022435,0.3111111111111111,0.38530163331789175,28.09,Moderate
20160328_153623_641_361,23,25,1,1122,1161,1326.69,0.018844,0.017336,19.38,64.36,12.273,28277,177.54,0.7214885916749085,0.8941949490388958,0.5373333333333333,1.0,78.83,High
20160328_153632_1281_361,10,8,5,593,599,664.03,0.012048,0.01506,22.51,82.75,4.4479,10248,2.29,0.230885941827495,0.3849412578410936,0.7416666666666667,0.7201542162913372,51.94,High
