image,CSI_A_equal,CSI_B_extent,CSI_C_width,CSI_D_extent_width
20160328_151429_1281_1,56.51779546535456,55.65956721624976,53.94458838747765,52.19974958538343
20160328_151429_1281_1081,46.75661150156664,42.652137983583074,43.53438927934442,42.751897720841725
20160328_151429_1281_721,33.97009038746446,29.168719225440693,29.878979276353345,29.39110776370181
20160328_151429_1921_1,42.989328596249116,38.65219013678445,38.989328596249116,37.717185958069955
20160328_151429_1_721,60.94653362408895,60.30011464166052,62.12063964944963,61.46728799480405
20160328_151429_641_1,41.22260169018766,37.38776489365899,39.653520695087444,39.8154586381821
20160328_151429_641_361,42.35753598758697,41.68126259506093,41.698106926582874,40.519006793692355
20160328_151429_641_721,50.80275206178763,47.03012859372577,46.66830761734318,44.82806582441749
20160328_151504_1281_721,59.028905665436135,60.670874307399814,59.33523324056429,60.55440666601998
20160328_151504_1921_721,81.62617604629146,80.23744346207111,80.29284271295813,79.8568090019258
20160328_151504_1_1,15.753072616708568,14.402177329846728,14.59427634393435,14.080482287413831
20160328_151504_1_361,35.286588173744214,34.88947737762343,35.478814322770155,34.857263315368584
20160328_151504_641_1081,69.59970576946938,66.42517101314532,67.08526132502493,64.30180621403846
20160328_151504_641_361,15.543181011216223,15.45324443268323,15.639024593258197,15.169651154489717
20160328_151504_641_721,49.58550830350428,51.24681131020704,50.90877344494393,51.62448237332965
20160328_151506_1281_361,44.09898233948617,41.47510017846789,43.52869587375895,43.17199448100682
20160328_151506_1281_721,37.036115783473655,35.2311072234509,35.436342973559185,35.07175445989569
20160328_151506_1921_361,47.15629229649708,43.211536897193945,42.48962562983041,40.50218970525806
20160328_151506_1_721,63.668156108259396,64.34342372916771,63.241933045883826,64.06639514206421
20160328_151506_641_721,78.68016667927597,77.50055667988724,76.79127779038708,76.80713556686555
20160328_151657_1281_1,22.638586134141264,20.804404594811647,21.0692809791529,20.774449471963845
20160328_151657_1281_1081,46.12620298951033,42.24840694280807,41.61453632284367,40.122036964870404
20160328_151657_1281_361,30.670707211901032,29.239117272012372,28.88344235106596,28.44569338919142
20160328_151657_1281_721,66.90182877236589,64.73673740703752,63.36160021246512,60.891737407037525
20160328_151657_1921_1081,38.56200970082927,36.75756699164416,37.086668865889514,36.85807067883936
20160328_151657_1921_721,12.334626930432721,10.704258263900417,11.130826332363082,11.232343185198628
20160328_151657_1_1,32.16697741904949,32.40239248358057,31.484161892484202,30.587820895210093
20160328_151657_1_361,40.70477195319033,40.03295209380685,39.071807747708085,37.67943958808313
20160328_151657_1_721,23.396510914521865,19.316653176061937,19.91609762050638,19.91609762050638
20160328_151657_641_1,58.54246655820009,58.00130409732178,57.47146137116634,55.52254758775984
20160328_151657_641_1081,24.33984198893742,24.624974789402128,24.295963095548895,23.32323031218973
20160328_151657_641_361,33.37126060281754,32.94582528346275,33.843666264056424,33.865770965511146
20160328_151657_641_721,74.48205908597052,76.6318018132033,77.35580738200338,76.59985835339846
20160328_151728_1281_361,32.70962513398931,31.594094636627503,31.041655424340338,29.93257853176578
20160328_151728_1921_361,32.156348423266806,31.11239394741426,30.48712476813481,29.197839319394568
20160328_151728_1921_721,4.552777777777778,4.552777777777778,5.463333333333333,5.463333333333333
20160328_151728_1_361,35.22536817043995,33.723977637137814,33.622585386610076,32.11196792629632
20160328_151728_641_361,32.27695379871587,32.27658877431223,31.8035064967538,30.84772759408956
20160328_151804_1281_361,15.09389915967574,15.84136898329615,16.16001027078685,15.702281197203638
20160328_151804_1281_721,5.271955923651437,5.383625377678794,5.715844812540325,5.328681424753641
20160328_151804_1921_721,51.26014371416956,49.61976212905631,48.87605249941739,46.49553423061348
20160328_151804_1_361,10.224192253779027,9.341557939782763,9.47980476044131,9.236193495039458
20160328_151804_1_721,25.147282259182578,23.45786558407823,23.22622680408014,21.821103367342236
20160328_151804_641_361,45.38636271806558,43.61897389720802,43.54552097904776,41.342662677439655
20160328_151808_1281_361,30.479133455854303,29.738375117642324,29.818971518786107,29.195447295729203
20160328_151808_1281_721,17.365817318651313,17.47583059716124,17.512324804484102,16.30410988471977
20160328_151808_1921_1,0.0,0.0,0.0,0.0
20160328_151808_1921_1081,37.99474358470188,35.01394387046503,34.572994903460376,31.277692801770808
20160328_151808_1921_361,12.639500431588443,13.232267818371183,12.927278209366222,11.872690674391787
20160328_151808_1921_721,29.628094377068436,29.806366585836575,29.427443839353685,27.12698766128718
20160328_151808_1_361,11.171480404991327,11.697319787184716,12.704258182769104,13.054418643935396
20160328_151808_1_721,42.39605639149322,42.95511149035175,43.139638599502575,43.32556867267072
20160328_151808_641_721,54.82158403571198,54.06471458375191,54.068141166970165,52.55708072879973
20160328_151814_1281_361,15.143266171117146,15.763807896104176,17.143266171117144,17.355696386867773
20160328_151814_1281_721,41.60409442193821,43.74007199835888,43.165381616573185,44.21043407889973
20160328_151814_1921_361,67.8734557793498,71.59698721287391,70.92365387954057,72.95209795681318
20160328_151814_1_361,48.69445434497649,51.94526740756967,51.84096087608956,53.45973209449697
20160328_151814_1_721,7.2222222222222205,7.2222222222222205,8.666666666666664,8.666666666666664
20160328_151814_641_361,16.690208804468334,17.033853543723414,19.621319915579445,19.901678744307045
20160328_151814_641_721,57.572335046389014,61.43465851642384,60.583293659704275,63.02504219499476
20160328_151945_1281_361,32.62291374235412,34.496027963536285,34.06735818679857,32.733448325136514
20160328_151945_1281_721,10.811139556221198,11.301336249319464,11.366695111776753,10.7404161422846
20160328_151945_1921_361,20.690532186027866,22.091514005748586,21.421643297138974,20.816611610485953
20160328_151945_1921_721,17.354483330719376,18.255025494578568,18.02114999738604,17.018004325627214
20160328_151945_1_361,36.31023857492551,37.20014492000443,38.04779027507379,37.575122372023934
20160328_151945_1_721,24.65268219943102,23.923359029699526,25.18824746822198,24.734591104722124
20160328_151945_641_361,50.09136581107474,52.05510231463799,54.693272593901746,54.79675209033228
20160328_151945_641_721,33.54945804984314,33.95984900623197,36.62901027799293,37.05679945190814
20160328_152308_1281_361,23.346508600674632,25.066550481618016,24.34650860067463,24.117290642426475
20160328_152308_1921_361,49.26634006808722,51.39861063288068,52.07717910068218,51.818157341089
20160328_152308_1921_721,42.98313076796977,45.29038360065446,47.50979743463643,48.05434361307853
20160328_152308_1_361,52.18240701635044,54.801413642484576,54.998389613885436,55.01641811472307
20160328_152308_1_721,7.3934048676339525,7.559243685563135,8.504515978745065,8.468623752187748
20160328_152308_641_361,50.526180663554996,52.38921370872921,51.08832295498195,51.022726038338526
20160328_152322_1281_361,15.401439293017678,15.3985704910028,15.394434157455777,14.902757434841519
20160328_152322_1281_721,7.518976454045183,7.843592950309283,8.18564312071185,7.997747489097678
20160328_152322_1921_721,21.895128770778587,23.39868128418378,22.672906548556366,22.07876359898881
20160328_152322_1_361,26.803413738075125,26.769301835144937,27.566748192166397,26.601171609750523
20160328_152322_1_721,33.713411514176926,33.60490941673522,35.524443425060895,35.57610563913462
20160328_152322_641_361,24.3725726501824,25.498052699051645,24.681490745192782,23.971182027863644
20160328_152328_1281_361,62.76542153817862,65.7066372965227,64.70104791733351,65.63018265558796
20160328_152328_1921_1,24.294988504394887,22.915589324498935,23.627581315604463,23.965340154638195
20160328_152328_1921_361,33.26875425635106,33.79316798912429,33.55217520804889,33.04365563389835
20160328_152328_1_361,35.23539372961993,34.607229482835,35.484851199762105,34.87751599428617
20160328_152328_1_721,26.43896566209837,28.16634297773679,28.546187884320588,28.820371605399984
20160328_152328_641_361,8.844570309523927,9.266459685526085,9.755125865079483,9.740546110734567
20160328_152328_641_721,28.950533499212277,29.633366541730304,29.280496256841314,29.64394514692557
20160328_152336_1281_361,72.14513250202765,75.42245284453128,75.42245284453128,77.71610600162212
20160328_152336_1281_721,59.77757171587228,62.078539428474876,63.60062645368964,64.77788332226828
20160328_152336_1921_361,82.55417378547207,85.5347174277859,85.53471742778592,86.04333902837766
20160328_152336_1921_721,5.598228036233423,5.606762532368996,6.709339147344534,6.717873643480107
20160328_152336_1_361,60.66100538910075,65.66100538910075,65.66100538910075,68.52880431128061
20160328_152336_1_721,38.09231322467773,39.923640546507386,43.09231322467774,44.1365052234015
20160328_152336_641_361,61.61737779652179,65.48376850768007,64.26154628545784,66.849457792773
20160328_152336_641_721,21.952670243732232,21.689271005505336,23.03955804008968,23.306006570261534
20160328_152514_1281_361,16.957724315314653,17.02267853760378,17.18662825556746,16.436057794102133
20160328_152514_1281_721,10.404102663172498,10.91047493021367,10.914102663172498,10.356026664620341
20160328_152514_1921_361,6.445208189677623,6.600294639656385,7.177430411899845,6.930783896144065
20160328_152514_1921_721,35.87366670324026,38.068819046739236,39.138111147684704,39.618126938479044
20160328_152514_1_721,34.97464143415175,36.70991469736814,36.49530241567003,35.87115993293983
20160328_152514_641_361,25.745543622480195,25.712634070074735,25.035389887699665,24.173145484956514
20160328_152514_641_721,11.076359772257177,9.699560410996998,9.975929915930044,9.992793252384097
20160328_153020_1281_721,36.31784668492182,37.85596057332232,37.39216643466902,37.43519895857739
20160328_153020_1921_361,16.47723596237872,16.221615022177406,16.584147012387774,16.712280345037804
20160328_153020_1921_721,19.82000365507727,21.202866324141016,21.26222587729949,21.50617270663375
20160328_153020_1_721,40.04157863968103,40.89420681192427,40.137472713943275,40.38228666326236
20160328_153020_641_721,35.06901185875045,36.5579489523804,35.94457286035936,35.94862833770911
20160328_153241_1281_361,12.841352334261128,13.095498500634427,14.48246344537224,14.063596422377728
20160328_153241_1281_721,62.050108527766845,65.64415491700309,66.23150693479623,68.4653827866272
20160328_153241_1921_721,56.79267486071592,60.985131412666796,59.318464746000124,62.10080655523941
20160328_153241_1_1081,24.830102718487666,25.41732150723185,29.112880496265447,29.604075307834055
20160328_153241_1_721,68.96444468543797,72.05637155252006,70.42700565051847,71.47250977457577
20160328_153241_641_361,47.22338910005611,49.14759361935594,51.64836556413955,52.777167390477665
20160328_153241_641_721,70.35870482776656,72.49972618536084,73.82222042124525,73.64197539044449
20160328_153327_1281_361,44.925262956386405,46.96134607834455,46.020361358932774,47.06217980393269
20160328_153327_1921_361,24.367393102097328,25.586054886833665,26.922948657652885,27.042349162261655
20160328_153327_1921_721,14.028863523966233,14.759750249494013,15.139974635077344,14.907086492450771
20160328_153327_1_721,27.730234880936173,28.955273822961786,28.631849984436087,28.062146692911437
20160328_153327_641_361,42.85148161744436,43.45595948234765,44.79238529701717,44.94166699794979
20160328_153327_641_721,16.100269476068902,16.894416488838516,17.786380587180016,17.84073182861657
20160328_153357_1281_1,24.082309422661744,25.015798346625573,27.146753867106188,27.26171427494595
20160328_153357_1281_361,27.6875986007462,29.449396033030578,29.106487489635093,28.511451522943492
20160328_153357_1281_721,39.24799929164469,42.58196219754266,41.29022151386692,42.15076968955614
20160328_153357_1921_361,76.0874063552788,79.87758552711342,79.76647441600232,80.64770286200084
20160328_153357_1921_721,18.288353490975517,18.30491307805951,21.92946460208663,21.946024189170622
20160328_153357_1_1081,51.318829158204196,52.54685537239928,53.531866146536686,53.30726400051077
20160328_153357_1_721,29.88241215179904,29.88938157319861,32.73771815192191,32.43147878621485
20160328_153357_641_1,28.0186446863026,30.192574426004388,29.351978019635933,29.42944189511232
20160328_153357_641_1081,32.38656876440604,31.402971483101368,34.09789639764755,34.02829407132134
20160328_153357_641_721,37.760238664232126,40.27840091840494,40.64912755312101,41.0222932175091
20160328_153404_1281_361,74.94613358327969,78.60182180336666,78.60182180336666,79.95690686662374
20160328_153404_1281_721,30.686227824689038,31.52921503940254,35.686227824689034,36.23495668917823
20160328_153404_1921_361,56.935353205442254,61.935353205442254,61.2686865387756,64.21494923102047
20160328_153404_1_721,53.813880163220695,58.81388016322069,57.25832460766513,59.93999301946544
20160328_153404_641_361,30.21530360797569,30.72045330256769,35.21530360797569,35.18254227556455
20160328_153404_641_721,73.30472896816929,76.7781072314428,76.7781072314428,78.64378317453544
20160328_153421_1281_1,56.35491772029664,60.111601334771436,60.77541115265516,63.75631454046985
20160328_153421_1281_1081,8.731558936114713,9.12664576226961,9.731003380559157,9.774309690090458
20160328_153421_1281_361,71.2717158640933,74.99853485421569,74.99853485421569,77.01737269127464
20160328_153421_1281_721,68.08119450443465,71.81399087019027,70.25843531463471,71.35384449243661
20160328_153421_1921_361,67.48199414173635,71.81820657766636,71.81820657766636,73.98559531338908
20160328_153421_1_721,29.375174197105274,30.86066225058403,30.237150965038644,29.720495262108315
20160328_153421_641_1,52.587092066853224,55.612321103639474,56.99114771622036,59.31202042832078
20160328_153421_641_721,49.7201309615743,52.46882831892028,53.252469393941126,53.764378174773306
20160328_153524_1281_361,67.29206589940355,71.2089654346626,71.03063210132926,73.47698605285618
20160328_153524_1921_361,43.58728836229835,45.05559530092668,47.70367385155485,48.1492291441379
20160328_153524_1921_721,63.489528079133464,67.28133765463404,67.72502173564357,69.90425430128771
20160328_153524_1_721,49.177353955274604,52.18745756502682,51.27853235337114,52.44195580975326
20160328_153524_641_361,44.49381385572655,45.843546321737996,45.13389282350019,45.4588025255013
20160328_153524_641_721,14.762601748481751,15.586278588100622,16.448712859592863,16.829657300245362
20160328_153533_1281_1,42.7632060014358,43.13989963584839,43.20938720557812,42.07158966168917
20160328_153533_1281_1081,62.44384240691364,62.324765524664386,61.50075305843098,59.2319877468866
20160328_153533_1281_361,40.735635308450405,39.955938985330484,39.91809005888667,38.52865054409238
20160328_153533_1281_721,30.55201148330505,30.116267207881936,30.14696126504782,28.824665516756713
20160328_153533_1921_1,19.727653521724044,20.037166852965672,20.250821663640224,20.243702084919015
20160328_153533_1921_1081,58.95502298830513,59.67149979571084,58.89447085313674,56.804742942458965
20160328_153533_1921_361,13.1802504453642,13.952077673933521,14.11136155647531,13.950077035652232
20160328_153533_1921_721,28.517421460852372,28.569860570300527,28.827753520672616,29.409262379048823
20160328_153533_1_1081,61.636105357618334,62.23038759645498,62.608398569478105,61.61730678449287
20160328_153533_1_361,9.587691227537398,8.763839224539149,8.81288719413715,8.460945931722803
20160328_153533_1_721,17.214827948675815,17.176294934763785,17.584873667297497,17.219149338317663
20160328_153533_641_1,41.72326316201689,42.9799393497899,42.00092388285518,41.11441924126074
20160328_153533_641_1081,22.201037575946632,23.61236423946805,23.066593131502188,22.31459449891125
20160328_153536_1281_1,9.013487693015113,9.424906833170505,9.323487693015114,8.653628434722876
20160328_153536_1281_1081,11.235301452545263,11.505905324965124,13.098634785878593,13.256115573542598
20160328_153536_1281_361,16.107270774921435,14.972729122581976,15.228790165694022,14.50480564482416
20160328_153536_1281_721,67.93804079202879,70.29157161729705,69.89241749288271,70.43318532689614
20160328_153536_1921_1,39.70763312678338,39.97403965743771,40.80898687783564,41.462878727297486
20160328_153536_1921_1081,31.196752257359268,30.333770137748594,31.18472184247959,31.2421650630921
20160328_153536_1921_361,64.42095673721533,65.39842220782315,65.71817614508986,64.57281307079441
20160328_153536_1921_721,34.3002526551494,32.632525042853224,32.840169743968225,31.9115793885562
20160328_153536_1_1081,5.54722222222222,5.54722222222222,6.656666666666664,6.656666666666664
20160328_153536_1_361,41.714270519197115,40.377461530336234,40.98394552430279,40.76511509409125
20160328_153536_1_721,6.309583209029758,6.349277628613486,7.531805431251979,7.571499850835709
20160328_153536_641_1,5.853804727269727,5.986696785094269,6.740471393936394,6.722161230798199
20160328_153536_641_1081,56.45232640143726,57.83922358239665,59.17204567233026,56.96510583017147
20160328_153536_641_361,19.54360259728503,20.80185692056767,20.82971370839614,20.72361294661552
20160328_153536_641_721,56.38654317011794,58.12327403553121,58.17761894829753,57.00054471056172
20160328_153540_1281_1081,5.666666666666665,5.666666666666665,6.799999999999998,6.799999999999998
20160328_153540_1281_361,41.51692140510567,41.74439637279335,43.22474961699035,43.583941746801635
20160328_153540_1281_721,34.46512929779354,35.56660976175245,35.456651386687085,34.45868685503225
20160328_153540_1921_1,12.876739096247277,13.118753582163398,15.21007242958061,15.452086915496729
20160328_153540_1921_1081,24.08066786401079,24.606181763068946,25.228199456931584,24.68716557015003
20160328_153540_1921_361,53.51733836878741,55.92085816929253,55.01540220549879,55.7336715115063
20160328_153540_1_361,42.374612152564985,43.06202223477206,43.22834848554466,42.97370388717346
20160328_153540_1_721,21.0983796960845,18.82663595676902,19.758398898403726,19.715177873598194
20160328_153540_641_361,39.479673397039065,40.041548762459726,39.75390080463464,39.707923522170304
20160328_153540_641_721,5.855336128233491,6.035595031460611,6.366447239344601,6.067008931263255
20160328_153544_1281_1,10.789452317149225,11.01623166946796,12.720563428260334,12.947342780579069
20160328_153544_1281_361,38.69252367470936,38.78695344722445,40.237711214869854,40.03250340447668
20160328_153544_1281_721,57.54821428020467,59.21884303622066,58.186363883954485,57.43686306202942
20160328_153544_1921_721,58.54453727887833,61.08536239151218,59.84151297586524,61.38999532106322
20160328_153544_1_1081,23.17172710878534,23.23500206252033,23.113867773037814,21.890761377104415
20160328_153544_1_721,44.49212346550405,44.15505576312354,44.150405567747065,42.882999163156214
20160328_153544_641_1,21.20113384628843,21.50569179700875,21.99228803601365,22.10993682124316
20160328_153544_641_721,59.8256943053889,62.2873577328361,61.5869778471832,62.594648548950246
20160328_153553_1281_361,41.38676880294318,42.30565422161533,43.8231578288136,44.71663005018023
20160328_153553_1281_721,36.32913452838453,36.811545887381776,37.008513420942876,37.200483666696556
20160328_153553_1921_361,46.154683348999534,48.59534663724069,49.609097798640974,50.4317999119546
20160328_153553_1921_721,15.509301817767218,15.936081483566067,17.95041292887833,18.143223008033694
20160328_153553_1_721,42.500928246967376,45.22408145234418,43.61574699135321,44.77296707511139
20160328_153553_641_1081,13.49309498256705,14.382069730176372,14.336428315900381,14.25909214793895
20160328_153553_641_361,24.434247146349996,24.25019081253901,26.34148823881502,26.031469531194652
20160328_153553_641_721,71.55290034339112,73.97806511974242,74.9605274746991,75.27739556479955
20160328_153556_1281_1,43.876948192682505,44.81177535477443,45.128565819963256,46.46797762376838
20160328_153556_1281_1081,40.731129946051794,42.648673004706374,43.865717897322895,45.34192528271951
20160328_153556_1281_361,50.65572460206131,54.345422584521344,53.413572813248635,54.83272366863892
20160328_153556_1281_721,51.43690993060318,53.85262179486517,55.99906716546921,56.856637203274474
20160328_153556_1_361,39.43951235238216,41.01606052888271,42.46146227193664,42.52747306246452
20160328_153556_1_721,15.683015815814173,16.200830107059144,17.213571371369728,16.64315234625239
20160328_153556_641_361,47.24935005728436,47.74158898018227,48.16816401312816,48.05744109104682
20160328_153559_1281_361,29.053515110510542,30.166596792456744,32.536292888288315,32.43453100785641
20160328_153559_1281_721,66.48508685770287,70.76899725684214,70.76899725684214,73.1880694861623
20160328_153559_1921_361,55.80358599833328,58.1642650635561,59.97302965409621,61.0253396175864
20160328_153559_1921_721,49.2527771961172,50.38755613354292,53.34152628083155,53.49428146231649
20160328_153559_1_361,56.99453026526182,59.7949512110815,58.72268492487519,60.346823451288735
20160328_153559_641_361,68.00228220312644,71.70680986463344,72.05008626475318,73.71527296226165
20160328_153559_641_721,14.042239007340832,14.295131253253443,16.597794562896386,16.850686808808998
20160328_153612_1281_1,51.97012063218918,48.01338039665856,49.19286587477931,48.106014438398745
20160328_153612_1281_1081,46.74012840730795,46.48994011746112,46.14194587818069,44.66142453774052
20160328_153612_1281_361,54.102540304460526,52.449376673637275,51.80696406884566,50.07574634204054
20160328_153612_1281_721,32.3528038386074,31.092357889546957,32.958470432217254,32.62779576332309
20160328_153612_1921_1081,34.569959144760794,33.87878671209942,34.54132126413894,34.13756487839624
20160328_153612_1921_361,31.549927531321824,29.83435515030619,29.610347209506564,28.612402351101164
20160328_153612_1921_721,35.62052627966711,31.58813139753658,33.28459815096757,33.17904307242725
20160328_153612_641_1,61.484899247720634,63.653423691099476,63.79148716246333,64.81845912211547
20160328_153612_641_1081,60.5436863416381,59.952479410000294,59.49747956761114,58.23383764697769
20160328_153612_641_361,48.96536493784478,48.21161435187142,48.30589436728768,47.87262080833221
20160328_153612_641_721,52.892039879158084,54.887770144350576,56.62453546669259,58.46232348086463
20160328_153616_1281_1081,48.707756073381745,46.87473935774808,46.90483348537734,45.479349936780224
20160328_153616_1281_361,60.729562436521455,61.492202355949175,60.82248573849019,59.607527628579604
20160328_153616_1281_721,22.643020888430136,20.590190940262154,20.48658433412153,19.743852145247576
20160328_153616_1921_1081,27.50802805871556,25.74788733949166,25.970170516180723,24.672967204705433
20160328_153616_1921_361,85.51580056883729,85.04688823515167,84.88893101177743,83.81966601292946
20160328_153616_1921_721,41.95790804427525,39.62974497979694,39.833995387016316,38.04671450987034
20160328_153616_1_361,66.93500247481742,68.0245123052794,65.45292380923334,64.46895674972384
20160328_153616_1_721,44.79864352491494,41.27990733429673,42.045108986476265,40.53073373779511
20160328_153616_641_1081,51.711950225442635,50.843259249698114,49.919065328112374,46.85350357908114
20160328_153616_641_361,80.27374253254035,81.11909702359604,81.15557190835291,80.38604425651855
20160328_153616_641_721,47.407279605015326,44.32590157147408,44.435682798926365,43.11959456244101
20160328_153623_1281_361,72.95835566543012,72.7788405332312,72.56816361733216,72.10137169747549
20160328_153623_1281_721,35.81986320250928,31.654756498864344,33.217457972969754,33.17493205824105
20160328_153623_1921_361,48.069799902999016,43.62407193163856,46.447022125221245,46.31882842412275
20160328_153623_1921_721,89.33144013113221,88.86995037958087,87.65921790890998,87.19772815735864
20160328_153623_1_361,64.84306456633202,63.032312560041504,64.05630981639388,64.03534602924977
20160328_153623_1_721,28.094524406235124,27.14338610699655,27.723571795201217,27.53747037080099
20160328_153623_641_361,78.82542185117845,77.43286480955298,76.5120885178451,75.64855673102517
20160328_153632_1281_361,51.94120206566482,49.4948606933456,52.04876431754146,51.27848773747347
20160328_153632_1281_721,71.32620479343883,72.05962276537892,73.7628072531289,73.6545948592511
20160328_153632_1921_721,87.07899106050266,87.90708173729102,86.15097062617991,86.15097062617991
20160328_153632_1_721,88.21268354478437,87.74410914263014,86.32379465589548,85.85522025374127
20160328_153632_641_1,46.23114373800391,42.11657616031179,42.694477071337246,41.68244650168554
20160328_153632_641_361,95.70859689840245,95.40546504001902,95.9861712793705,95.40546504001902
20160328_153632_641_721,66.53997339290243,64.75843379136364,67.66274868840894,67.42334892023136
20160328_153645_1281_361,75.86994703379513,78.9601755189787,78.64184218564537,80.05929096036944
20160328_153645_1281_721,28.02771984332695,27.224746624565803,29.59965049414693,30.274590357721532
20160328_153645_1921_361,31.98333689658811,31.79061782585155,33.36390312009879,33.55121003988712
20160328_153645_1921_721,80.42289767375902,83.22890194758263,82.5116797253604,82.90387369456279
20160328_153645_1_361,75.90011511182382,78.62213725800055,78.62213725800055,80.72009208945906
20160328_153645_1_721,27.76339508446598,29.08995672484473,31.00395064002154,31.34495045944139
20160328_153645_641_361,74.20559722866257,77.23605195751385,77.23605195751385,79.36447778293004
20160328_153645_641_721,15.677401947208496,14.24809148027973,15.591486520432179,15.530687033017458
20160328_153654_1281_1,24.800176288179493,23.399570456047027,23.439018271273483,22.427912066757337
20160328_153654_1281_361,30.188332662224006,27.863544053623336,28.544863899823024,28.37691532626871
20160328_153654_1281_721,62.795035186549306,60.6455671241392,61.52980881835294,60.534211427478645
20160328_153654_1921_1081,16.495344791938805,15.070363251223867,15.31161058424825,14.92933672305784
20160328_153654_1_361,63.20767137005051,62.246892051447176,61.43865609287462,60.449275679852185
20160328_153654_1_721,34.10871907098708,29.38775555850509,29.818719070987083,29.265048231825673
20160328_153654_641_361,62.39485348900439,61.3860455643015,61.434758498543296,61.27179025605325
20160328_153654_641_721,48.731082161689926,47.508299138869766,47.02926686591776,46.16515249747819
20160328_153657_1281_1,58.68847013148324,57.89064102214814,57.20140438367205,55.251471604361015
20160328_153657_1281_361,26.18101700794842,24.453847495209548,24.96737766619031,24.086642153286103
20160328_153657_1281_721,80.03041790860418,80.01822592998758,78.4146134617688,77.61378148554311
20160328_153657_1921_1,31.805291834958847,26.97316827363665,27.42640294606996,27.022208567544908
20160328_153657_1921_1081,39.16663386201821,36.84632212599998,37.00300687350307,36.61549315016395
20160328_153657_1921_361,48.242297586059635,45.615665790933036,47.091014534078056,47.107585027002116
20160328_153657_1921_721,45.23418702371582,44.51835931933223,45.108118592727116,45.034497738849545
20160328_153657_1_1,78.06586968265886,76.37071028585729,75.37420301599218,73.67904361919062
20160328_153657_1_1081,41.826054975100455,40.22308519672724,41.214284559457,39.11400081017641
20160328_153657_1_361,54.81326737880834,51.75479992605001,51.72328831622688,50.30474823380406
20160328_153657_1_721,70.42180387514146,70.07143676189355,68.53777326433669,66.96032565078245
20160328_153657_641_1,68.10478520573945,68.09032563210762,66.95374356501627,65.20143674321875
20160328_153657_641_1081,48.38457615548406,45.28354638101402,44.75263638916624,42.167258685860574
20160328_153657_641_361,79.28696599101318,80.10468269806815,79.93379441210602,78.88246047584593
20160328_153657_641_721,59.27020019938839,58.14945305216168,58.64213882004255,58.76634417930454
20160328_153702_1281_1,69.26355817976015,66.2072681228792,66.2630026242046,63.29715531893508
20160328_153702_1281_1081,88.60442297802278,87.42086312918289,87.50886742246722,86.32530757362733
20160328_153702_1281_361,75.39830578365587,72.5496336070537,73.3266391169892,70.47796694038703
20160328_153702_1281_721,30.674033428447494,25.695107129189974,26.184033428447496,25.60137414424295
20160328_153702_1921_1,40.783137283301386,37.96728545787625,38.27737361545087,37.157444622602995
20160328_153702_1921_1081,27.76410366543587,23.31317774005141,23.612969400296087,23.382810722970447
20160328_153702_1921_361,70.42160934332979,69.31970869754629,68.52516475277173,66.45081980865739
20160328_153702_1921_721,18.765015756822457,17.185290849172883,17.1407370019098,16.34112029998413
20160328_153702_1_1,64.85083432732654,61.311001192791835,61.36083432732653,57.82100119279183
20160328_153702_1_1081,62.21609607656803,58.92607524581438,59.32720718767914,57.41505742196933
20160328_153702_1_361,57.959375731572635,54.28157999835048,54.15715350935042,51.407464674369365
20160328_153702_1_721,37.41559536161333,32.90049424076517,32.8583731393911,31.78782960314991
20160328_153702_641_1,72.21829658475605,69.08473367948504,69.79551880697828,66.66195590170727
20160328_153702_641_1081,70.72785539893741,68.41009314539154,67.19118873227075,64.8734264787249
20160328_153702_641_361,63.85835997499396,60.84022784408943,61.202791319023476,58.7126721412382
20160328_153702_641_721,74.25949026057384,72.62366546043391,72.8424637143845,71.14555125611344
20160328_153706_1281_1,39.64490758690691,34.962972348763905,35.82157425357358,34.70538892657285
20160328_153706_1281_1081,68.46629543270019,65.2973406224262,67.19518432158908,65.89290450338996
20160328_153706_1281_361,85.17435695649819,84.23311723668672,83.15046806760931,82.20922834779782
20160328_153706_1281_721,77.63168425207408,74.79608419627462,76.36168425207408,73.89414729006035
20160328_153706_1921_1,71.04718539266257,68.56995580452843,67.73385205932925,65.2566224711951
20160328_153706_1921_361,16.477030747382926,13.626719176678042,13.892830287789154,13.71384682012856
20160328_153706_1921_721,55.92899365142955,52.32677740071337,52.76944455310005,50.16674950525915
20160328_153706_1_361,49.96551418608295,46.01163651542829,45.408291963860734,42.9502115631126
20160328_153706_641_1,35.169454996804895,30.895729279402673,30.909876185937357,29.7028257399301
20160328_153706_641_1081,45.46471850429706,41.05491535413539,41.35360739318595,39.32994628089207
20160328_153706_641_361,73.29186827791962,71.239686377948,70.00242383347519,67.95024193350355
20160328_153706_641_721,40.39766586278858,36.416849319613064,36.29709984682567,34.95540941358344
20160328_153714_1281_1,10.206009618177843,10.74639447771524,11.317120729288954,11.46779963583929
20160328_153714_1281_1081,43.92993782517044,42.25607525960003,42.335563581682045,41.10497361597233
20160328_153714_1281_361,51.30035734579547,52.23725747109596,51.42893140963052,49.754715777345034
20160328_153714_1281_721,60.24886351903515,60.831451366224655,60.53532460548957,58.655788781142725
20160328_153714_1921_1,2.773468984508767,2.8519408943393465,3.217913428953211,3.264607896157061
20160328_153714_1921_1081,36.15626325940319,35.39637490150939,35.5464274877987,35.02490543494391
20160328_153714_1921_721,14.507876752490326,15.257133412767221,15.284543419156993,14.658148055879389
